estado,integridad_nodo,ruta,ecosistema,municipio,nomenclatura_nodo,labeled,ecosistema_str,coord_longitud,cumulo,estado_str,fecha_foto,coord_latitud,ultima_modificacion,id,municipio_str
Campeche,Integro,13/3_13_1_1392/HLPXGM09049482/2021-10-09/images_videos/f931e2036bcb22de83167044f737b851_0019.JPG,Selvas humedas,Carmen,3_13_1_1392,true,Selvas humedas,-91.7189,13,Campeche,2021-10-15T19:30:30Z,18.3079,2023-04-01T03:24:50.987Z,5ec49014-38ab-44c9-aebb-6bcbb6354a27,Carmen
Sonora,Degradado,95/1_95_0_1348/HLPXGM09048642/2021-08-04/images_videos/7ab3adeb2d2271315c3d71ed7dd16f6b_8152.JPG,Bosques templados,Municipio de Agua Prieta,1_95_0_1348,true,Bosques templados,-108.955,95,Sonora,2021-10-16T11:44:32Z,31.2639,2023-04-01T03:24:46.104Z,d2bd0a24-9886-44c8-a967-8654c29859f4,Municipio de Agua Prieta
Sonora,Degradado,95/1_95_0_1348/HLPXGM09048642/2021-08-04/images_videos/3b8700d5692854c0746899a704fb82ec_8153.JPG,Bosques templados,Municipio de Agua Prieta,1_95_0_1348,true,Bosques templados,-108.955,95,Sonora,2021-10-16T11:44:33Z,31.2639,2023-04-01T03:24:42.091Z,a65cdc31-4918-47c1-a925-9bbd6aab0f17,Municipio de Agua Prieta
Sonora,Degradado,95/1_95_0_1348/HLPXGM09048642/2021-08-04/images_videos/643b05dcce613564d83f4fee07f16eb9_8654.JPG,Bosques templados,Municipio de Agua Prieta,1_95_0_1348,true,Bosques templados,-108.955,95,Sonora,2021-10-16T21:31:11Z,31.2639,2023-04-01T03:24:05.820Z,dbed6d54-81ed-4436-bf74-089f315182d5,Municipio de Agua Prieta
Sonora,Degradado,95/1_95_0_1348/HLPXGM09048642/2021-08-04/images_videos/f5ce9789e68008e5272defc843f94b53_8656.JPG,Bosques templados,Municipio de Agua Prieta,1_95_0_1348,true,Bosques templados,-108.955,95,Sonora,2021-10-16T21:31:25Z,31.2639,2023-04-01T03:24:27.352Z,bb768529-e301-4a54-a0e9-6f63cb2baebc,Municipio de Agua Prieta
Sonora,Degradado,95/1_95_0_1348/HLPXGM09048642/2021-08-04/images_videos/e5159082c1a34f58716c158e095a2e39_8657.JPG,Bosques templados,Municipio de Agua Prieta,1_95_0_1348,true,Bosques templados,-108.955,95,Sonora,2021-10-16T21:31:26Z,31.2639,2023-04-01T03:24:29.609Z,06d5a969-0117-4398-9dee-cb46b189a3fc,Municipio de Agua Prieta
Sonora,Degradado,95/1_95_0_1348/HLPXGM09048642/2021-08-04/images_videos/6e7113b21eababd9116deb227eb4f079_8653.JPG,Bosques templados,Municipio de Agua Prieta,1_95_0_1348,true,Bosques templados,-108.955,95,Sonora,2021-10-16T21:31:10Z,31.2639,2023-04-01T03:24:01.657Z,38044798-72bf-4845-ba88-deb9cdbc03f3,Municipio de Agua Prieta
Chiapas,Degradado,92/3_92_0_1343/HLPXGM09048270/2021-10-09/images_videos/c629178fb958d9bc9925c2c19a02cb67_0088.JPG,Selvas humedas,Marqués de Comillas,3_92_0_1343,true,Selvas humedas,-90.9006,92,Chiapas,2021-10-16T13:22:41Z,16.101,2023-04-01T03:25:22.772Z,c82091ed-688f-4b02-bae8-ed0f0f0873c7,Marqués de Comillas
Chiapas,Degradado,92/3_92_0_1343/HLPXGM09048270/2021-10-09/images_videos/bd2c51dcbc3f77d9b7812b237d58839e_0089.JPG,Selvas humedas,Marqués de Comillas,3_92_0_1343,true,Selvas humedas,-90.9006,92,Chiapas,2021-10-16T13:22:42Z,16.101,2023-04-01T03:25:22.702Z,d76dc2f6-8b7e-46f3-93ed-bfbc768fce87,Marqués de Comillas
Sonora,Degradado,95/1_95_0_1348/HLPXGM09048642/2021-08-04/images_videos/23a10dd8da362b145599ccc1dc6c9b56_8659.JPG,Bosques templados,Municipio de Agua Prieta,1_95_0_1348,true,Bosques templados,-108.955,95,Sonora,2021-10-16T21:32:13Z,31.2639,2023-04-01T03:24:45.778Z,5ac2d21c-52e0-4959-ad53-c81219371299,Municipio de Agua Prieta
Sonora,Degradado,95/1_95_0_1348/HLPXGM09048642/2021-08-04/images_videos/e2c65c12bebfcc409d455ede8da1d852_8660.JPG,Bosques templados,Municipio de Agua Prieta,1_95_0_1348,true,Bosques templados,-108.955,95,Sonora,2021-10-16T21:32:14Z,31.2639,2023-04-01T03:24:29.322Z,eff9f5d5-4a04-42be-966d-f657c058f014,Municipio de Agua Prieta
Sonora,Degradado,95/1_95_0_1348/HLPXGM09048642/2021-08-04/images_videos/f4903fc602f642305014687d3e7bf98b_8668.JPG,Bosques templados,Municipio de Agua Prieta,1_95_0_1348,true,Bosques templados,-108.955,95,Sonora,2021-10-16T21:33:41Z,31.2639,2023-04-01T03:24:27.357Z,c429ea1e-6e68-41a8-aaf5-84d28a94ea3f,Municipio de Agua Prieta
Sonora,Degradado,95/1_95_0_1348/HLPXGM09048642/2021-08-04/images_videos/fe353ffafa24643bf96149e3809a54c9_8669.JPG,Bosques templados,Municipio de Agua Prieta,1_95_0_1348,true,Bosques templados,-108.955,95,Sonora,2021-10-16T21:33:42Z,31.2639,2023-04-01T03:24:40.369Z,29d39102-cbcc-4086-a0b2-2ad9c059a3f4,Municipio de Agua Prieta
Sonora,Degradado,95/1_95_0_1348/HLPXGM09048642/2021-08-04/images_videos/f03eb6646baf42a16380e8512fc13b52_8671.JPG,Bosques templados,Municipio de Agua Prieta,1_95_0_1348,true,Bosques templados,-108.955,95,Sonora,2021-10-16T21:35:58Z,31.2639,2023-04-01T03:24:27.593Z,260e2513-1da0-4c18-878d-d07402cd080e,Municipio de Agua Prieta
Sonora,Degradado,95/1_95_0_1348/HLPXGM09048642/2021-08-04/images_videos/e82d4a57f87ba2ad9a69702a8a3c14d4_8672.JPG,Bosques templados,Municipio de Agua Prieta,1_95_0_1348,true,Bosques templados,-108.955,95,Sonora,2021-10-16T21:35:59Z,31.2639,2023-04-01T03:24:28.851Z,b31cdf7f-4d31-4a3d-a2b2-880bab5ed601,Municipio de Agua Prieta
Sonora,Degradado,95/1_95_0_1348/HLPXGM09048642/2021-08-04/images_videos/a9285881bacb0e4f013b6c148c334ae9_8665.JPG,Bosques templados,Municipio de Agua Prieta,1_95_0_1348,true,Bosques templados,-108.955,95,Sonora,2021-10-16T21:33:08Z,31.2639,2023-04-01T03:24:30.219Z,86e8f18e-cbfb-49dd-a97d-0c7fd0ce57f4,Municipio de Agua Prieta
Sonora,Degradado,95/1_95_0_1348/HLPXGM09048642/2021-08-04/images_videos/44cb7cbc1a364829beb0e36e7db950b8_8674.JPG,Bosques templados,Municipio de Agua Prieta,1_95_0_1348,true,Bosques templados,-108.955,95,Sonora,2021-10-16T21:36:07Z,31.2639,2023-04-01T03:24:09.880Z,70f4c4dc-8e41-486f-ba1d-38176ef927e1,Municipio de Agua Prieta
Sonora,Degradado,95/1_95_0_1348/HLPXGM09048642/2021-08-04/images_videos/c890e9d3fccbe8c7a012715efcb419ac_8680.JPG,Bosques templados,Municipio de Agua Prieta,1_95_0_1348,true,Bosques templados,-108.955,95,Sonora,2021-10-16T21:39:00Z,31.2639,2023-04-01T03:24:20.864Z,720e3d77-8dd3-4f60-8fa2-2a0b5f0ab7a6,Municipio de Agua Prieta
Sonora,Degradado,95/1_95_0_1348/HLPXGM09048642/2021-08-04/images_videos/ea1e23d2bd8e7dea919eb74ba99ebe96_8684.JPG,Bosques templados,Municipio de Agua Prieta,1_95_0_1348,true,Bosques templados,-108.955,95,Sonora,2021-10-16T21:39:25Z,31.2639,2023-04-01T03:24:31.298Z,b8e555c3-bf15-4471-951a-3e3a312c9fe8,Municipio de Agua Prieta
Sonora,Degradado,95/1_95_0_1348/HLPXGM09048642/2021-08-04/images_videos/b06b8539d1e84de3e993ce6310a80fc2_8675.JPG,Bosques templados,Municipio de Agua Prieta,1_95_0_1348,true,Bosques templados,-108.955,95,Sonora,2021-10-16T21:36:08Z,31.2639,2023-04-01T03:24:30.028Z,cbdba174-1ecf-4850-83d6-1560378ad2ea,Municipio de Agua Prieta
Sonora,Degradado,95/1_95_0_1348/HLPXGM09048642/2021-08-04/images_videos/db8f63dfb9e7e16191342227fbc7d6b0_8681.JPG,Bosques templados,Municipio de Agua Prieta,1_95_0_1348,true,Bosques templados,-108.955,95,Sonora,2021-10-16T21:39:01Z,31.2639,2023-04-01T03:24:32.968Z,357d196d-9a66-44bd-b095-2197d300512f,Municipio de Agua Prieta
Sonora,Degradado,95/1_95_0_1348/HLPXGM09048642/2021-08-04/images_videos/8433bfda3a05bc0fcb9ea7505a7fc505_8683.JPG,Bosques templados,Municipio de Agua Prieta,1_95_0_1348,true,Bosques templados,-108.955,95,Sonora,2021-10-16T21:39:24Z,31.2639,2023-04-01T03:24:44.266Z,02da07e6-eef6-4d57-88b6-e0f92b646324,Municipio de Agua Prieta
Sonora,Degradado,95/1_95_0_1348/HLPXGM09048642/2021-08-04/images_videos/6a353cfc737711f652336daeee88d91e_8686.JPG,Bosques templados,Municipio de Agua Prieta,1_95_0_1348,true,Bosques templados,-108.955,95,Sonora,2021-10-16T21:39:51Z,31.2639,2023-04-01T03:24:01.289Z,dda51494-745a-443b-a31a-b0b90bcce575,Municipio de Agua Prieta
Chiapas,Degradado,92/3_92_0_1343/HLPXGM09048270/2021-10-09/images_videos/45a60023afc1a45a026dabc426cc3488_0091.JPG,Selvas humedas,Marqués de Comillas,3_92_0_1343,true,Selvas humedas,-90.9006,92,Chiapas,2021-10-17T03:33:50Z,16.101,2023-04-01T03:25:22.484Z,150031df-4004-4103-9ce8-82a77469ca15,Marqués de Comillas
Chiapas,Degradado,92/3_92_0_1343/HLPXGM09048270/2021-10-09/images_videos/1dd8da8fc7f2db1874a7916e42dfb78b_0092.JPG,Selvas humedas,Marqués de Comillas,3_92_0_1343,true,Selvas humedas,-90.9006,92,Chiapas,2021-10-17T03:33:51Z,16.101,2023-04-01T03:25:16.471Z,660f8e79-fadd-4d0c-8e67-71662120c490,Marqués de Comillas
Sonora,Degradado,95/1_95_0_1348/HLPXGM09048863/2021-08-04/images_videos/338a5b7ed0d8eade586564bfb39f9cbc_1712.JPG,Bosques templados,Municipio de Agua Prieta,1_95_0_1348,true,Bosques templados,-108.952,95,Sonora,2021-10-17T09:59:02Z,31.254,2023-04-01T03:29:12.161Z,4222c3a6-5b47-42eb-a39f-cf9e961d46b0,Municipio de Agua Prieta
Sonora,Degradado,95/1_95_0_1348/HLPXGM09048863/2021-08-04/images_videos/75c188e1e59794aa38b9bbb0aee2491a_1715.JPG,Bosques templados,Municipio de Agua Prieta,1_95_0_1348,true,Bosques templados,-108.952,95,Sonora,2021-10-17T09:59:18Z,31.254,2023-04-01T03:29:06.733Z,0e07a0c7-df48-45c5-bf0a-5ac45685d4b5,Municipio de Agua Prieta
Sonora,Degradado,95/1_95_0_1348/HLPXGM09048598/2021-08-04/images_videos/a8ee1b34a14231d09be29e874b932d5d_3865.JPG,Bosques templados,Municipio de Agua Prieta,1_95_0_1348,true,Bosques templados,-108.951,95,Sonora,2021-10-17T05:00:28Z,31.2598,2023-04-01T03:28:39.261Z,9c9d23a8-87fa-4d9e-9362-115c01df2bdc,Municipio de Agua Prieta
Sonora,Degradado,95/1_95_0_1348/HLPXGM09048598/2021-08-04/images_videos/7af0f4b0da368af1540bd7a27c966fe9_3866.JPG,Bosques templados,Municipio de Agua Prieta,1_95_0_1348,true,Bosques templados,-108.951,95,Sonora,2021-10-17T05:00:29Z,31.2598,2023-04-01T03:29:32.433Z,2d44fcfe-3959-4995-a9bc-1869e9e42065,Municipio de Agua Prieta
Sonora,Degradado,95/1_95_0_1348/HLPXGM09048863/2021-08-04/images_videos/93e0ba17d2998b9a1591c00e2fdc8376_1711.JPG,Bosques templados,Municipio de Agua Prieta,1_95_0_1348,true,Bosques templados,-108.952,95,Sonora,2021-10-17T09:59:01Z,31.254,2023-04-01T03:29:05.924Z,209edfcd-5812-4ccc-b312-3240cf4cbf9a,Municipio de Agua Prieta
Sonora,Integro,95/1_95_1_1350/HLPXGM09048973/2021-08-05/images_videos/8670f34d867be47f2247087ad6802476_0940.JPG,Bosques templados,Municipio de Agua Prieta,1_95_1_1350,true,Bosques templados,-108.94,95,Sonora,2021-10-17T08:37:10Z,31.1979,2023-04-01T03:29:36.370Z,b2825fd5-1708-49a1-8c6a-f4f942ff575a,Municipio de Agua Prieta
Sonora,Integro,95/1_95_1_1350/HLPXGM09048973/2021-08-05/images_videos/74218dd5d21e3f245146a7e0d0743e6f_0941.JPG,Bosques templados,Municipio de Agua Prieta,1_95_1_1350,true,Bosques templados,-108.94,95,Sonora,2021-10-17T08:37:11Z,31.1979,2023-04-01T03:29:36.840Z,3a34d842-0dc8-4117-942d-bf1b670e8a13,Municipio de Agua Prieta
Chiapas,Degradado,92/3_92_0_1343/HLPXGM09048599/2021-10-09/images_videos/95bd65a2c4856cd340d2a36fcf245eca_0010.JPG,Selvas humedas,Marqués de Comillas,3_92_0_1343,true,Selvas humedas,-90.9013,92,Chiapas,2021-10-17T06:30:32Z,16.1087,2023-04-01T03:25:20.199Z,d855cff4-6985-4264-a10c-57aa1a94534c,Marqués de Comillas
Chiapas,Degradado,92/3_92_0_1343/HLPXGM09048599/2021-10-09/images_videos/d3cb89474a65a32a1a24eea1f0555cfe_0011.JPG,Selvas humedas,Marqués de Comillas,3_92_0_1343,true,Selvas humedas,-90.9013,92,Chiapas,2021-10-17T06:30:33Z,16.1087,2023-04-01T03:25:20.144Z,c388084b-8861-4422-863f-3bcda720f5c6,Marqués de Comillas
Sonora,Degradado,95/1_95_0_1348/HLPXGM09048642/2021-08-04/images_videos/ec3a15a6354c1d5d42da3762de6151c8_8731.JPG,Bosques templados,Municipio de Agua Prieta,1_95_0_1348,true,Bosques templados,-108.955,95,Sonora,2021-10-17T11:58:56Z,31.2639,2023-04-01T03:24:31.711Z,29373750-a061-407f-aba4-fd6f837f0c2b,Municipio de Agua Prieta
Sonora,Degradado,95/1_95_0_1348/HLPXGM09048642/2021-08-04/images_videos/f43af22f3bef66b95e9fcbe313a63cdb_8732.JPG,Bosques templados,Municipio de Agua Prieta,1_95_0_1348,true,Bosques templados,-108.955,95,Sonora,2021-10-17T11:58:57Z,31.2639,2023-04-01T03:24:26.742Z,f6c39229-0c56-4723-80f9-1eca55641960,Municipio de Agua Prieta
Sonora,Degradado,95/1_95_0_1348/HLPXGM09048598/2021-08-04/images_videos/5a215cba18d0712b0ab6d82b17e64368_3871.JPG,Bosques templados,Municipio de Agua Prieta,1_95_0_1348,true,Bosques templados,-108.951,95,Sonora,2021-10-17T12:56:28Z,31.2598,2023-04-01T03:28:46.498Z,f9c95c4a-1f70-411e-b980-5839f10e2333,Municipio de Agua Prieta
Sonora,Degradado,95/1_95_0_1348/HLPXGM09048598/2021-08-04/images_videos/83438d53946c80591af0ea9cdcc061ae_3872.JPG,Bosques templados,Municipio de Agua Prieta,1_95_0_1348,true,Bosques templados,-108.951,95,Sonora,2021-10-17T12:56:29Z,31.2598,2023-04-01T03:29:32.276Z,05a02fa0-f086-44ae-9dab-eae5298dd35b,Municipio de Agua Prieta
Sonora,Integro,95/1_95_1_1350/HLPXGM09048973/2021-08-05/images_videos/ad5c1e4a0d2dd4d59a1fa1e56fda9bde_0979.JPG,Bosques templados,Municipio de Agua Prieta,1_95_1_1350,true,Bosques templados,-108.94,95,Sonora,2021-10-17T16:35:50Z,31.1979,2023-04-01T03:28:59.275Z,69b1f9eb-e342-46ed-8610-c69f17849a4f,Municipio de Agua Prieta
Sonora,Integro,95/1_95_1_1350/HLPXGM09048973/2021-08-05/images_videos/0ac1492c1a91e17b4c3ceae7050ef4bc_0980.JPG,Bosques templados,Municipio de Agua Prieta,1_95_1_1350,true,Bosques templados,-108.94,95,Sonora,2021-10-17T16:35:51Z,31.1979,2023-04-01T03:28:58.324Z,063324ea-d39c-4fb5-b5ad-696ec86db29b,Municipio de Agua Prieta
Sonora,Integro,95/1_95_1_1350/HLPXGM09048973/2021-08-05/images_videos/14ed82ccd90252d4fe0a7fa43bc75506_0983.JPG,Bosques templados,Municipio de Agua Prieta,1_95_1_1350,true,Bosques templados,-108.94,95,Sonora,2021-10-17T16:36:06Z,31.1979,2023-04-01T03:28:57.972Z,aa3e2e70-bbcd-455c-8a88-fe54f764a2fc,Municipio de Agua Prieta
Sonora,Integro,95/1_95_1_1350/HLPXGM09048973/2021-08-05/images_videos/d93220fff4c15c7758f7185d852b9189_0985.JPG,Bosques templados,Municipio de Agua Prieta,1_95_1_1350,true,Bosques templados,-108.94,95,Sonora,2021-10-17T16:36:27Z,31.1979,2023-04-01T03:28:57.063Z,2521f9c3-0787-4d60-ae03-6ba84e5ee4f4,Municipio de Agua Prieta
Sonora,Integro,95/1_95_1_1350/HLPXGM09048973/2021-08-05/images_videos/ac6e9c1a44c4657747e861bafdd68bd6_0982.JPG,Bosques templados,Municipio de Agua Prieta,1_95_1_1350,true,Bosques templados,-108.94,95,Sonora,2021-10-17T16:36:05Z,31.1979,2023-04-01T03:28:59.255Z,83f5e6cf-4f72-4d6e-a0f4-4276afa261d6,Municipio de Agua Prieta
Sonora,Integro,95/1_95_1_1350/HLPXGM09048973/2021-08-05/images_videos/c3972b1ae0ac14fb0a32d8c1831d0831_0988.JPG,Bosques templados,Municipio de Agua Prieta,1_95_1_1350,true,Bosques templados,-108.94,95,Sonora,2021-10-17T16:36:44Z,31.1979,2023-04-01T03:28:58.700Z,610ca39e-6314-484c-a1c1-c4d83101a7bf,Municipio de Agua Prieta
Sonora,Integro,95/1_95_1_1350/HLPXGM09048973/2021-08-05/images_videos/26a0bbbae7f5b3c1a181ae00fef0ce8d_0989.JPG,Bosques templados,Municipio de Agua Prieta,1_95_1_1350,true,Bosques templados,-108.94,95,Sonora,2021-10-17T16:36:45Z,31.1979,2023-04-01T03:29:00.926Z,142a5388-5fa8-46ee-a16e-c7eeed5adfe9,Municipio de Agua Prieta
Sonora,Integro,95/1_95_1_1350/HLPXGM09048973/2021-08-05/images_videos/8f6cc087f25c0e967bb326d1cda9c9d0_0991.JPG,Bosques templados,Municipio de Agua Prieta,1_95_1_1350,true,Bosques templados,-108.94,95,Sonora,2021-10-17T16:37:15Z,31.1979,2023-04-01T03:29:36.380Z,70305df1-5745-4a9a-8004-15f049079d1a,Municipio de Agua Prieta
Sonora,Integro,95/1_95_1_1350/HLPXGM09048973/2021-08-05/images_videos/7296b0e0c932199a814434dcb8a600bb_0994.JPG,Bosques templados,Municipio de Agua Prieta,1_95_1_1350,true,Bosques templados,-108.94,95,Sonora,2021-10-17T16:37:35Z,31.1979,2023-04-01T03:29:36.982Z,3b3e8d0e-87d4-4bbf-900b-19fb68b17782,Municipio de Agua Prieta
Sonora,Integro,95/1_95_1_1350/HLPXGM09048973/2021-08-05/images_videos/43f80e2d22f44a34bd8f773478834417_0997.JPG,Bosques templados,Municipio de Agua Prieta,1_95_1_1350,true,Bosques templados,-108.94,95,Sonora,2021-10-17T16:37:59Z,31.1979,2023-04-01T03:28:44.910Z,85594135-49d5-4ea4-9c76-5610817607e0,Municipio de Agua Prieta
Sonora,Integro,95/1_95_1_1350/HLPXGM09048973/2021-08-05/images_videos/61e84b17de52b63a5f2b9625f631fb33_0998.JPG,Bosques templados,Municipio de Agua Prieta,1_95_1_1350,true,Bosques templados,-108.94,95,Sonora,2021-10-17T16:38:00Z,31.1979,2023-04-01T03:28:44.386Z,80337117-8ff7-4a53-9bd5-954883c1f9e0,Municipio de Agua Prieta
Sonora,Integro,95/1_95_1_1350/HLPXGM09048973/2021-08-05/images_videos/4dd001817db398d55d2d57f1df11b87c_0986.JPG,Bosques templados,Municipio de Agua Prieta,1_95_1_1350,true,Bosques templados,-108.94,95,Sonora,2021-10-17T16:36:28Z,31.1979,2023-04-01T03:28:44.780Z,10a4f322-de6c-47cf-9ae5-6102dd5f82eb,Municipio de Agua Prieta
Sonora,Integro,95/1_95_1_1350/HLPXGM09048973/2021-08-05/images_videos/6cba6236021ac6b62215e5cabb003077_0995.JPG,Bosques templados,Municipio de Agua Prieta,1_95_1_1350,true,Bosques templados,-108.94,95,Sonora,2021-10-17T16:37:36Z,31.1979,2023-04-01T03:29:36.890Z,2a13e713-a421-4fda-adf6-34c9132ea3a3,Municipio de Agua Prieta
Sonora,Integro,95/1_95_1_1350/HLPXGM09048973/2021-08-05/images_videos/ade9a892df95711d5708ddae1d63e32d_0992.JPG,Bosques templados,Municipio de Agua Prieta,1_95_1_1350,true,Bosques templados,-108.94,95,Sonora,2021-10-17T16:37:16Z,31.1979,2023-04-01T03:28:59.391Z,15f74902-15fb-4008-bce2-24cd0660c7ef,Municipio de Agua Prieta
Sonora,Degradado,95/1_95_0_1348/HLPXGM09048642/2021-08-04/images_videos/23a0cc81f2d9b56f8903d8775a18c08c_8821.JPG,Bosques templados,Municipio de Agua Prieta,1_95_0_1348,true,Bosques templados,-108.955,95,Sonora,2021-10-17T23:50:54Z,31.2639,2023-04-01T03:24:45.859Z,10c6d4f8-08cf-47a7-89a6-7629bcef7558,Municipio de Agua Prieta
Sonora,Degradado,95/1_95_0_1348/HLPXGM09048642/2021-08-04/images_videos/92a338c3808015aa4cced491c41ec851_8825.JPG,Bosques templados,Municipio de Agua Prieta,1_95_0_1348,true,Bosques templados,-108.955,95,Sonora,2021-10-17T23:51:11Z,31.2639,2023-04-01T03:24:47.322Z,e0e11ded-6f1f-4e47-9218-192140d87f73,Municipio de Agua Prieta
Sonora,Degradado,95/1_95_0_1348/HLPXGM09048642/2021-08-04/images_videos/0ce48ada1cc6371f1eed9d78fbbfaefa_8827.JPG,Bosques templados,Municipio de Agua Prieta,1_95_0_1348,true,Bosques templados,-108.955,95,Sonora,2021-10-17T23:51:20Z,31.2639,2023-04-01T03:24:05.054Z,4e1ad1c8-d411-478c-801e-3fc90243e82c,Municipio de Agua Prieta
Sonora,Degradado,95/1_95_0_1348/HLPXGM09048642/2021-08-04/images_videos/9defbf88478997e55accd40e7b2f5fc1_8822.JPG,Bosques templados,Municipio de Agua Prieta,1_95_0_1348,true,Bosques templados,-108.955,95,Sonora,2021-10-17T23:50:55Z,31.2639,2023-04-01T03:24:23.745Z,f69cb316-bb66-4dd9-8e56-6e789bbf4481,Municipio de Agua Prieta
Sonora,Degradado,95/1_95_0_1348/HLPXGM09048642/2021-08-04/images_videos/0771c7cd6d2ba2499721f3249a914b70_8824.JPG,Bosques templados,Municipio de Agua Prieta,1_95_0_1348,true,Bosques templados,-108.955,95,Sonora,2021-10-17T23:51:09Z,31.2639,2023-04-01T03:23:58.111Z,57eed2ec-8572-4e58-b69c-559ab392de92,Municipio de Agua Prieta
Sonora,Integro,95/1_95_1_1350/HLPXGM09048973/2021-08-05/images_videos/07bd4004200f5e588646947ee37bede7_1000.JPG,Bosques templados,Municipio de Agua Prieta,1_95_1_1350,true,Bosques templados,-108.94,95,Sonora,2021-10-17T17:18:21Z,31.1979,2023-04-01T03:28:58.380Z,a56b1cd6-377c-43eb-a824-6b5ea53043bd,Municipio de Agua Prieta
Sonora,Integro,95/1_95_1_1350/HLPXGM09048973/2021-08-05/images_videos/0b146860d1febd0b0661212671eb01f0_1001.JPG,Bosques templados,Municipio de Agua Prieta,1_95_1_1350,true,Bosques templados,-108.94,95,Sonora,2021-10-17T17:18:22Z,31.1979,2023-04-01T03:28:58.294Z,14d6fb05-40a1-4fd5-bb74-0ecd8ac12036,Municipio de Agua Prieta
Campeche,Integro,13/3_13_1_1392/HLPXGM09048480/2021-10-09/images_videos/d6f6d3f8b2b1f75b70d17283dfa8a105_0031.JPG,Selvas humedas,Carmen,3_13_1_1392,true,Selvas humedas,-91.7159,13,Campeche,2021-10-17T17:27:42Z,18.3012,2023-04-01T03:24:37.971Z,1ad6c172-8206-4b2e-a9a7-7e2b2d0ae97d,Carmen
Campeche,Integro,13/3_13_1_1392/HLPXGM09048480/2021-10-09/images_videos/4304a0665c3f412e31af3ad889e303ff_0032.JPG,Selvas humedas,Carmen,3_13_1_1392,true,Selvas humedas,-91.7159,13,Campeche,2021-10-17T17:27:43Z,18.3012,2023-04-01T03:24:38.719Z,3e7745f6-5482-44fd-a368-114ea132e8d3,Carmen
Sonora,Degradado,95/1_95_0_1348/HLPXGM09048642/2021-08-04/images_videos/f3b97c0651fe8c58bb2953e9351dbd48_8828.JPG,Bosques templados,Municipio de Agua Prieta,1_95_0_1348,true,Bosques templados,-108.955,95,Sonora,2021-10-17T23:51:21Z,31.2639,2023-04-01T03:24:26.848Z,bff39d5e-5bae-4ba0-ac3d-3caf11988b0b,Municipio de Agua Prieta
Sonora,Integro,95/1_95_1_1350/HLPXGM09049766/2021-08-04/images_videos/f798bdc567a1d82cd7a6c7427087f793_1963.JPG,Bosques templados,Municipio de Agua Prieta,1_95_1_1350,true,Bosques templados,-108.94,95,Sonora,2021-10-18T06:12:23Z,31.1856,2023-04-01T03:29:41.453Z,9503b921-2c72-48b8-8074-f6247a89a1b0,Municipio de Agua Prieta
Sonora,Integro,95/1_95_1_1350/HLPXGM09049766/2021-08-04/images_videos/108de905f1a67359ce6c9da0629a79bd_1964.JPG,Bosques templados,Municipio de Agua Prieta,1_95_1_1350,true,Bosques templados,-108.94,95,Sonora,2021-10-18T06:12:24Z,31.1856,2023-04-01T03:29:40.315Z,fdc500fa-0cfd-4ccd-a403-edc2f9413d76,Municipio de Agua Prieta
Sonora,Integro,95/1_95_1_1350/HLPXGM09048973/2021-08-05/images_videos/3fe1fdca8c229762605fa545b5ac157e_1006.JPG,Bosques templados,Municipio de Agua Prieta,1_95_1_1350,true,Bosques templados,-108.94,95,Sonora,2021-10-18T08:12:26Z,31.1979,2023-04-01T03:29:00.342Z,b8cdbdf5-fc35-4724-afc3-0ae11f2bd000,Municipio de Agua Prieta
Sonora,Integro,95/1_95_1_1350/HLPXGM09048973/2021-08-05/images_videos/cf05fc8e286737a23bce33e0a5804021_1007.JPG,Bosques templados,Municipio de Agua Prieta,1_95_1_1350,true,Bosques templados,-108.94,95,Sonora,2021-10-18T08:12:27Z,31.1979,2023-04-01T03:28:56.543Z,a9581de8-060c-4b9e-80ce-167ebeb4bc9d,Municipio de Agua Prieta
Sonora,Integro,95/1_95_1_1350/HLPXGM09048973/2021-08-05/images_videos/e67230d378a871f29b88f29297ea5471_1009.JPG,Bosques templados,Municipio de Agua Prieta,1_95_1_1350,true,Bosques templados,-108.94,95,Sonora,2021-10-18T08:12:36Z,31.1979,2023-04-01T03:28:56.769Z,1f5a33bf-49d9-4b05-b41d-d1ed248e316d,Municipio de Agua Prieta
Sonora,Integro,95/1_95_1_1350/HLPXGM09048973/2021-08-05/images_videos/df357385a295852b714d40b9a7507e0f_1010.JPG,Bosques templados,Municipio de Agua Prieta,1_95_1_1350,true,Bosques templados,-108.94,95,Sonora,2021-10-18T08:12:37Z,31.1979,2023-04-01T03:28:57.159Z,ec1a6de1-6190-4b21-bbe7-6071e606165f,Municipio de Agua Prieta
Campeche,Integro,13/3_13_1_1392/HLPXGM09049504/2021-10-09/images_videos/36eaf11fdb66a8072ac4ede4d3591321_0068.JPG,Selvas humedas,Carmen,3_13_1_1392,true,Selvas humedas,-91.7207,13,Campeche,2021-10-18T00:29:02Z,18.3005,2023-04-01T03:24:22.791Z,643db232-220d-42c1-b0b1-043290bcde7f,Carmen
Campeche,Integro,13/3_13_1_1392/HLPXGM09049504/2021-10-09/images_videos/291b440427bbe71d74bcea9bd1974135_0067.JPG,Selvas humedas,Carmen,3_13_1_1392,true,Selvas humedas,-91.7207,13,Campeche,2021-10-18T00:29:01Z,18.3005,2023-04-01T03:24:22.057Z,3863ba84-812b-49b6-be4f-0e298e2da222,Carmen
