estado,integridad_nodo,ruta,ecosistema,municipio,nomenclatura_nodo,labeled,ecosistema_str,coord_longitud,cumulo,estado_str,fecha_foto,coord_latitud,ultima_modificacion,id,municipio_str
Sonora,Degradado,95/1_95_0_1348/HLPXGM09048598/2021-08-04/images_videos/63c8472772927cdfbc099ec404996ff8_0320.JPG,Bosques templados,Municipio de Agua Prieta,1_95_0_1348,true,Bosques templados,-108.951,95,Sonora,2021-08-16T09:18:58Z,31.2598,2023-04-01T03:28:30.008Z,08ada8c1-6dad-4e73-a11d-c273440a1087,Municipio de Agua Prieta
Sonora,Degradado,95/1_95_0_1348/HLPXGM09048598/2021-08-04/images_videos/7120d49c355b0efb6616d5034d10b0bf_0322.JPG,Bosques templados,Municipio de Agua Prieta,1_95_0_1348,true,Bosques templados,-108.951,95,Sonora,2021-08-16T09:19:22Z,31.2598,2023-04-01T03:29:31.956Z,e8167dc9-0144-4723-a774-9e3b992bf626,Municipio de Agua Prieta
Sonora,Degradado,95/1_95_0_1348/HLPXGM09048598/2021-08-04/images_videos/6dfd3402189cb6e0829557ecf84abbe3_0323.JPG,Bosques templados,Municipio de Agua Prieta,1_95_0_1348,true,Bosques templados,-108.951,95,Sonora,2021-08-16T09:19:23Z,31.2598,2023-04-01T03:28:29.238Z,d1bb4411-3c75-416b-98a5-f944e6f21912,Municipio de Agua Prieta
Morelos,Integro,32/4_32_1_1287/HLPXGM09049506/2021-08-11/images_videos/adac93c9bf7824323d3cb63fc6454ab8_0016.JPG,Selvas secas,Tlaquiltenango,4_32_1_1287,true,Selvas secas,-99.0029,32,Morelos,2021-08-15T17:21:47Z,18.4224,2023-04-01T03:25:26.648Z,dfaa33da-a943-4868-a348-2a438336b667,Tlaquiltenango
Morelos,Integro,32/4_32_1_1287/HLPXGM09049506/2021-08-11/images_videos/8ad215fda91f6c3a430f0c5cff22a625_0017.JPG,Selvas secas,Tlaquiltenango,4_32_1_1287,true,Selvas secas,-99.0029,32,Morelos,2021-08-15T17:21:48Z,18.4224,2023-04-01T03:25:27.072Z,5aaa65fe-f70a-4c36-b2a0-4abd2d55a35c,Tlaquiltenango
Morelos,Integro,32/4_32_1_1287/HLPXGM09049523/2021-08-11/images_videos/795c1c9cf4118cc38e48ed807f9ff8f0_0067.JPG,Selvas secas,Tlaquiltenango,4_32_1_1287,true,Selvas secas,-98.9959,32,Morelos,2021-08-16T06:18:53Z,18.4228,2023-04-01T03:25:12.601Z,4c347c6d-54a5-4ec9-8875-7a964fa28bc1,Tlaquiltenango
Morelos,Integro,32/4_32_1_1287/HLPXGM09049523/2021-08-11/images_videos/f290ae5bb0dee14ff8e38e462b461b3c_0068.JPG,Selvas secas,Tlaquiltenango,4_32_1_1287,true,Selvas secas,-98.9959,32,Morelos,2021-08-16T06:18:54Z,18.4228,2023-04-01T03:25:13.170Z,d653bd78-b23e-4afd-903f-bcb405ba41b6,Tlaquiltenango
Morelos,Integro,32/4_32_1_1287/HLPXGM09049539/2021-08-12/images_videos/135ecdf3dc219217ed52d107990d0e4e_0040.JPG,Selvas secas,Tlaquiltenango,4_32_1_1287,true,Selvas secas,-99.0041,32,Morelos,2021-08-14T14:21:07Z,18.416,2023-04-01T03:25:32.253Z,11626b23-7e7f-41a9-83b0-0f9f3f2e97aa,Tlaquiltenango
Sonora,Degradado,95/1_95_0_1348/HLPXGM09048598/2021-08-04/images_videos/200bbc64b99c5a0d4afa037a5c79525c_0325.JPG,Bosques templados,Municipio de Agua Prieta,1_95_0_1348,true,Bosques templados,-108.951,95,Sonora,2021-08-16T10:30:34Z,31.2598,2023-04-01T03:28:38.581Z,1756a8bb-1c31-4c2f-8def-1bdf2856b6a0,Municipio de Agua Prieta
Sonora,Degradado,95/1_95_0_1348/HLPXGM09048598/2021-08-04/images_videos/49980a8e8c1151c68f63884229fa64d1_0326.JPG,Bosques templados,Municipio de Agua Prieta,1_95_0_1348,true,Bosques templados,-108.951,95,Sonora,2021-08-16T10:30:35Z,31.2598,2023-04-01T03:28:47.035Z,06a8c45c-1fd3-4e6b-b9bb-61e1e73176c0,Municipio de Agua Prieta
Sonora,Degradado,95/1_95_0_1348/HLPXGM09049470/2021-08-04/images_videos/124f157a4e97f2e63da292a6ee96191d_0107.JPG,Bosques templados,Municipio de Agua Prieta,1_95_0_1348,true,Bosques templados,-108.944,95,Sonora,2021-08-16T10:30:52Z,31.2598,2023-04-01T03:28:26.404Z,4dbf15b1-c8c3-4298-b34f-bbe1cf5e4197,Municipio de Agua Prieta
Sonora,Degradado,95/1_95_0_1348/HLPXGM09049470/2021-08-04/images_videos/04dc257312c556bbc4af968ff0fdb44a_0106.JPG,Bosques templados,Municipio de Agua Prieta,1_95_0_1348,true,Bosques templados,-108.944,95,Sonora,2021-08-16T10:30:51Z,31.2598,2023-04-01T03:28:30.342Z,8ec69af8-3b50-49c7-8193-c1e6b90bed2c,Municipio de Agua Prieta
Morelos,Integro,32/4_32_1_1287/HLPXGM09049539/2021-08-12/images_videos/8dbffc0b6ed32caab973a7a20679e5ba_0043.JPG,Selvas secas,Tlaquiltenango,4_32_1_1287,true,Selvas secas,-99.0041,32,Morelos,2021-08-16T09:23:41Z,18.416,2023-04-01T03:25:14.912Z,dd260215-339f-4359-b7a0-39cc7b042312,Tlaquiltenango
Morelos,Integro,32/4_32_1_1287/HLPXGM09049539/2021-08-12/images_videos/a8e6b2b3cf7e7a0ea0cc13e2bf4f1a24_0049.JPG,Selvas secas,Tlaquiltenango,4_32_1_1287,true,Selvas secas,-99.0041,32,Morelos,2021-08-16T09:24:30Z,18.416,2023-04-01T03:25:14.907Z,712781ab-a481-42a0-98d5-aa4f27ca0c03,Tlaquiltenango
Morelos,Integro,32/4_32_1_1287/HLPXGM09049539/2021-08-12/images_videos/cb2ef4b1dac1de0bd797913451f1cab5_0050.JPG,Selvas secas,Tlaquiltenango,4_32_1_1287,true,Selvas secas,-99.0041,32,Morelos,2021-08-16T09:24:31Z,18.416,2023-04-01T03:25:14.775Z,cd08692e-92ed-40ab-a2c9-2490910421a8,Tlaquiltenango
Morelos,Integro,32/4_32_1_1287/HLPXGM09049539/2021-08-12/images_videos/16846e5898ee54c3fabb075f55a1b127_0047.JPG,Selvas secas,Tlaquiltenango,4_32_1_1287,true,Selvas secas,-99.0041,32,Morelos,2021-08-16T09:24:17Z,18.416,2023-04-01T03:25:32.268Z,347ed79e-e767-4da6-8de6-6e3d47e4cd61,Tlaquiltenango
Morelos,Integro,32/4_32_1_1287/HLPXGM09049539/2021-08-12/images_videos/f8077c42530654dd2dc6f6caa26249a0_0046.JPG,Selvas secas,Tlaquiltenango,4_32_1_1287,true,Selvas secas,-99.0041,32,Morelos,2021-08-16T09:24:16Z,18.416,2023-04-01T03:25:14.997Z,f840ab58-93ae-42c3-b6f6-bfacb47074d7,Tlaquiltenango
Sonora,Degradado,95/1_95_0_1348/HLPXGM09049470/2021-08-04/images_videos/3bd0131fd21e271c22e75341f587e16b_0110.JPG,Bosques templados,Municipio de Agua Prieta,1_95_0_1348,true,Bosques templados,-108.944,95,Sonora,2021-08-16T10:31:09Z,31.2598,2023-04-01T03:29:00.089Z,52462af8-913f-40e0-9e95-f79fbeb021cb,Municipio de Agua Prieta
Sonora,Degradado,95/1_95_0_1348/HLPXGM09048598/2021-08-04/images_videos/bdea36f9989fe8e73ad8a646d14cafd3_0328.JPG,Bosques templados,Municipio de Agua Prieta,1_95_0_1348,true,Bosques templados,-108.951,95,Sonora,2021-08-16T10:32:09Z,31.2598,2023-04-01T03:28:37.232Z,e1bc4232-999d-4ab2-a96d-0a504892df65,Municipio de Agua Prieta
Sonora,Degradado,95/1_95_0_1348/HLPXGM09048642/2021-08-04/images_videos/7d7973a99daddfb8efa6cae0f3ad0dee_0187.JPG,Bosques templados,Municipio de Agua Prieta,1_95_0_1348,true,Bosques templados,-108.955,95,Sonora,2021-08-16T12:27:55Z,31.2639,2023-04-01T03:24:43.628Z,0f6c0439-9770-4dda-9604-3210dff5c0b5,Municipio de Agua Prieta
Sonora,Degradado,95/1_95_0_1348/HLPXGM09048642/2021-08-04/images_videos/a7969fd491547c9d133ba7a4813b0d7d_0188.JPG,Bosques templados,Municipio de Agua Prieta,1_95_0_1348,true,Bosques templados,-108.955,95,Sonora,2021-08-16T12:27:56Z,31.2639,2023-04-01T03:24:26.063Z,f9698aa1-bc51-4952-a9d8-33b3b4705019,Municipio de Agua Prieta
Sonora,Degradado,95/1_95_0_1348/HLPXGM09049470/2021-08-04/images_videos/a462d2a60731e1449ebf3074c10ccd9f_0112.JPG,Bosques templados,Municipio de Agua Prieta,1_95_0_1348,true,Bosques templados,-108.944,95,Sonora,2021-08-16T15:07:06Z,31.2598,2023-04-01T03:29:35.945Z,705d5670-c076-46ea-8660-14aaf0a7be8d,Municipio de Agua Prieta
Sonora,Degradado,95/1_95_0_1348/HLPXGM09049470/2021-08-04/images_videos/49c5c64cf40c337dc9335a3ba06c660a_0109.JPG,Bosques templados,Municipio de Agua Prieta,1_95_0_1348,true,Bosques templados,-108.944,95,Sonora,2021-08-16T10:31:08Z,31.2598,2023-04-01T03:28:54.532Z,ed3efd2d-ab14-40be-8ff3-ccb21450ea73,Municipio de Agua Prieta
Sonora,Degradado,95/1_95_0_1348/HLPXGM09048642/2021-08-04/images_videos/0b5279f13a4d90351e4a7118ee44f146_0184.JPG,Bosques templados,Municipio de Agua Prieta,1_95_0_1348,true,Bosques templados,-108.955,95,Sonora,2021-08-16T12:27:44Z,31.2639,2023-04-01T03:24:04.969Z,eb918034-6461-4bbe-a25a-658bc23c9069,Municipio de Agua Prieta
Sonora,Degradado,95/1_95_0_1348/HLPXGM09048642/2021-08-04/images_videos/29637eb580a85d92d5d502dc892cfa59_0185.JPG,Bosques templados,Municipio de Agua Prieta,1_95_0_1348,true,Bosques templados,-108.955,95,Sonora,2021-08-16T12:27:45Z,31.2639,2023-04-01T03:24:45.603Z,1541277c-b7c3-459c-9d31-3c3ecabe9371,Municipio de Agua Prieta
Sonora,Degradado,95/1_95_0_1348/HLPXGM09048598/2021-08-04/images_videos/e82a414b98dc0cf90198effe3fad24a4_0329.JPG,Bosques templados,Municipio de Agua Prieta,1_95_0_1348,true,Bosques templados,-108.951,95,Sonora,2021-08-16T10:32:10Z,31.2598,2023-04-01T03:28:33.591Z,c7c0fc9b-2c46-4046-930a-55c28b5ef61e,Municipio de Agua Prieta
Sonora,Degradado,95/1_95_0_1348/HLPXGM09049470/2021-08-04/images_videos/54404e550f8c9f54e224694346bf5cdb_0115.JPG,Bosques templados,Municipio de Agua Prieta,1_95_0_1348,true,Bosques templados,-108.944,95,Sonora,2021-08-17T02:02:22Z,31.2598,2023-04-01T03:28:55.307Z,2ac8c274-39a6-427a-9b3d-bad421f1a5d4,Municipio de Agua Prieta
Sonora,Degradado,95/1_95_0_1348/HLPXGM09049470/2021-08-04/images_videos/122b83220ab87d43a6bae4be5c7a8db9_0116.JPG,Bosques templados,Municipio de Agua Prieta,1_95_0_1348,true,Bosques templados,-108.944,95,Sonora,2021-08-17T02:02:23Z,31.2598,2023-04-01T03:28:26.425Z,3a67c9bb-269b-49c0-a648-83f12c04578c,Municipio de Agua Prieta
Sonora,Degradado,95/1_95_0_1348/HLPXGM09049470/2021-08-04/images_videos/e75be5e862022b0b34298e6e028495b0_0118.JPG,Bosques templados,Municipio de Agua Prieta,1_95_0_1348,true,Bosques templados,-108.944,95,Sonora,2021-08-17T02:02:31Z,31.2598,2023-04-01T03:28:49.730Z,51534344-2110-43e9-bc09-783b7a9dde86,Municipio de Agua Prieta
Sonora,Degradado,95/1_95_0_1348/HLPXGM09049470/2021-08-04/images_videos/7a31ec79440a31602317592f647b7e37_0119.JPG,Bosques templados,Municipio de Agua Prieta,1_95_0_1348,true,Bosques templados,-108.944,95,Sonora,2021-08-17T02:02:32Z,31.2598,2023-04-01T03:28:43.862Z,dadec235-efe3-4fe6-86d6-c2e4c315f19a,Municipio de Agua Prieta
Sonora,Degradado,95/1_95_0_1348/HLPXGM09049470/2021-08-04/images_videos/04c1ab36d42adcad6b347dc200bbfa5f_0122.JPG,Bosques templados,Municipio de Agua Prieta,1_95_0_1348,true,Bosques templados,-108.944,95,Sonora,2021-08-17T02:02:43Z,31.2598,2023-04-01T03:28:30.407Z,c60cfcbb-4b30-48ba-9bd2-d6eacbf67220,Municipio de Agua Prieta
Sonora,Degradado,95/1_95_0_1348/HLPXGM09049470/2021-08-04/images_videos/3f33bfabd2052003d2e719d614a10713_0124.JPG,Bosques templados,Municipio de Agua Prieta,1_95_0_1348,true,Bosques templados,-108.944,95,Sonora,2021-08-17T02:02:52Z,31.2598,2023-04-01T03:28:59.910Z,98762ef1-175e-45d5-a4d9-d51a6e80fb6c,Municipio de Agua Prieta
Sonora,Degradado,95/1_95_0_1348/HLPXGM09049470/2021-08-04/images_videos/2b096abf70803850ccf765637614f549_0113.JPG,Bosques templados,Municipio de Agua Prieta,1_95_0_1348,true,Bosques templados,-108.944,95,Sonora,2021-08-16T15:07:08Z,31.2598,2023-04-01T03:29:03.424Z,9fd5c719-3ac1-4fe5-8816-aa9813ed6135,Municipio de Agua Prieta
Sonora,Degradado,95/1_95_0_1348/HLPXGM09049470/2021-08-04/images_videos/1d4c3e2229ab92889f44be37f4f7f7b2_0121.JPG,Bosques templados,Municipio de Agua Prieta,1_95_0_1348,true,Bosques templados,-108.944,95,Sonora,2021-08-17T02:02:42Z,31.2598,2023-04-01T03:29:02.011Z,11562c5b-55ec-42db-b488-18ca379ede65,Municipio de Agua Prieta
Campeche,Degradado,13/3_13_0_1399/HLPXGM09048483/2021-08-05/images_videos/4e6deaf2e205ec2b162d7318ed0e75d2_0118.JPG,Selvas humedas,Palizada,3_13_0_1399,true,Selvas humedas,-91.978,13,Campeche,2021-08-17T00:45:00Z,18.0967,2023-04-01T03:24:36.872Z,3f91cba1-3ff9-47c6-a020-8e30f1cd9d48,Palizada
Chiapas,Degradado,92/3_92_0_1339/HLPXGM09048925/2021-07-29/images_videos/df085ecda6d8a0503f44e7fe0586adfa_0061.JPG,Selvas humedas,Marqués de Comillas,3_92_0_1339,true,Selvas humedas,-90.8138,92,Chiapas,2021-08-17T03:12:40Z,16.1566,2023-04-01T03:27:44.912Z,14bd52e0-92da-4789-a3a3-8911fd1be626,Marqués de Comillas
Chiapas,Degradado,92/3_92_0_1339/HLPXGM09048925/2021-07-29/images_videos/fa98b5d3e53e44dbb9ba553dd1ed52de_0062.JPG,Selvas humedas,Marqués de Comillas,3_92_0_1339,true,Selvas humedas,-90.8138,92,Chiapas,2021-08-17T03:12:41Z,16.1566,2023-04-01T03:27:45.044Z,34abbfb7-7630-437d-adb3-eb150dbc83ba,Marqués de Comillas
Morelos,Integro,32/4_32_1_1287/HLPXGM09049539/2021-08-12/images_videos/e63f6888cf0713e4cc63c0f06c65c8d1_0053.JPG,Selvas secas,Tlaquiltenango,4_32_1_1287,true,Selvas secas,-99.0041,32,Morelos,2021-08-17T03:18:36Z,18.416,2023-04-01T03:25:14.801Z,0ce9be9d-c50d-4553-8490-d65f65197d56,Tlaquiltenango
Morelos,Integro,32/4_32_1_1287/HLPXGM09049539/2021-08-12/images_videos/56803f7b3d0787030a353f5a4033d8d3_0052.JPG,Selvas secas,Tlaquiltenango,4_32_1_1287,true,Selvas secas,-99.0041,32,Morelos,2021-08-17T03:18:35Z,18.416,2023-04-01T03:25:32.208Z,c59d9a4a-3f76-4137-bd88-549ca29d5d77,Tlaquiltenango
Campeche,Degradado,13/3_13_0_1399/HLPXGM09048449/2021-08-03/images_videos/1628b0b01e1a5e2719a7a5b6d8f58fa5_0044.JPG,Selvas humedas,Palizada,3_13_0_1399,true,Selvas humedas,-91.9688,13,Campeche,2021-08-17T04:09:14Z,18.0872,2023-04-01T03:24:38.816Z,54a79bb1-438c-4b54-b724-b4753119cad6,Palizada
Campeche,Degradado,13/3_13_0_1399/HLPXGM09048449/2021-08-03/images_videos/398b60fecc64f5ab72adff84e3782e7e_0043.JPG,Selvas humedas,Palizada,3_13_0_1399,true,Selvas humedas,-91.9688,13,Campeche,2021-08-17T04:09:13Z,18.0872,2023-04-01T03:24:37.664Z,2898f0ee-7ec3-4585-842d-349382e29e47,Palizada
Chiapas,Integro,92/3_92_1_1338/HLPXGM09048270/2021-07-28/images_videos/c745bd497bad2257519bcf9a412eff5c_0064.JPG,Selvas humedas,Ocosingo,3_92_1_1338,true,Selvas humedas,-90.9086,92,Chiapas,2021-08-17T02:42:08Z,16.1619,2023-04-01T03:25:25.934Z,daa2a62d-a31d-4a88-ab7e-2aba378c49bb,Ocosingo
